1.862924964507865155e+01 2.129127727806582016e+01 2.846977265479231960e+02 1.348033843769111115e+02 1.331330718325680778e+02
1.995231388825495600e+01 1.845537049889165360e+01 3.343886895886722073e+02 1.637936756745241951e+02 1.046020114901348990e+02
2.069975845205001974e+01 2.119598664702668245e+01 2.398639728360067238e+02 1.596215854705239394e+02 1.257717221371284779e+02
2.016684555737389317e+01 1.531486324218450612e+01 2.873030124082022212e+02 1.614682114424069823e+02 1.382965274941575444e+02
2.625261875727864691e+01 1.944435857287200520e+01 2.578248510026890585e+02 1.219592616175416282e+02 1.198429574618551641e+02
2.523668604954512062e+01 2.039778813795793866e+01 2.668006367796493805e+02 1.466485395656659421e+02 1.000592180042522017e+02
2.535540177861540556e+01 1.996556804927111273e+01 2.806637976348888515e+02 1.207884451187979096e+02 1.178691418189211362e+02
2.561136283530419888e+01 1.506823221714272698e+01 3.101452244246929695e+02 1.424697229861970698e+02 1.135124445651696874e+02
2.031348584576456773e+01 1.483148395211369674e+01 2.817191322480824738e+02 1.748380757886040442e+02 1.310940624679874702e+02
2.446680351768688766e+01 2.068146018445683865e+01 2.405227569425858292e+02 1.459870478775459617e+02 1.178747512947271758e+02
